indication_class,molecule_chembl_id,molecule_type,pref_name
Anti-Inflammatory,CHEMBL94081,Small molecule,ALCLOFENAC
,CHEMBL92401,Small molecule,IPRONIAZID
Vasodilator (coronary),CHEMBL92870,Small molecule,LIDOFLAZINE
Anesthetic (local),CHEMBL1098,Small molecule,BUPIVACAINE
Antidote (to cyanide poisoning),CHEMBL93268,Small molecule,SODIUM NITRITE
,CHEMBL1100,Small molecule,PARAMETHADIONE
"Anticholinergic; Antiparkinsonian,Antiparkinsonian; Anticholinergic",CHEMBL1101,Small molecule,BIPERIDEN
Anticonvulsant,CHEMBL328560,Small molecule,SULTHIAME
Sedative-Hypnotic,CHEMBL1102,Small molecule,GLUTETHIMIDE
"Anti-Infective, Topical; Antiprotozoal (trichomonas, topical)",CHEMBL1103,Small molecule,FURAZOLIDONE
Antidote (to curare principles); Diagnostic Aid (myasthenia gravis),CHEMBL1104,Small molecule,EDROPHONIUM
Anti-Inflammatory,CHEMBL413965,Small molecule,FELBINAC
,CHEMBL1106,Small molecule,EPINASTINE
Antimalarial,CHEMBL1107,Small molecule,HALOFANTRINE
Antipsychotic,CHEMBL1108,Small molecule,DROPERIDOL
,CHEMBL94454,Small molecule,MIZOLASTINE
,CHEMBL1109,Small molecule,SULFAPHENAZOLE
Anti-Emetic,CHEMBL1110,Small molecule,ALOSETRON
,CHEMBL94394,Small molecule,BUFEXAMAC
Anticholinergic,CHEMBL316561,Small molecule,PROGLUMIDE
,CHEMBL1111,Small molecule,AMBRISENTAN
Relaxant (smooth muscle),CHEMBL98123,Small molecule,PAPAVERINE HYDROCHLORIDE
Antipsychotic; Antischizophrenic,CHEMBL1112,Small molecule,ARIPIPRAZOLE
Antidepressant,CHEMBL1113,Small molecule,AMOXAPINE
Cholinergic,CHEMBL1115,Small molecule,PYRIDOSTIGMINE
Anti-Estrogen,CHEMBL1116,Small molecule,RALOXIFENE HYDROCHLORIDE
Antineoplastic,CHEMBL1117,Small molecule,IDARUBICIN
Replenisher Adjunct (electrolyte),CHEMBL95889,Small molecule,BETAINE
,CHEMBL1118,Small molecule,DESVENLAFAXINE
Antidiarrheal; Anti-Ulcerative; Antacid,CHEMBL1120,Small molecule,BISMUTH SUBSALICYLATE
,CHEMBL328190,Small molecule,LASOFOXIFENE
,CHEMBL317052,Small molecule,REGADENOSON
,CHEMBL329522,Small molecule,EXIFONE
,CHEMBL99946,Small molecule,LEVOMILNACIPRAN
,CHEMBL317094,Small molecule,IMIDAPRIL
,CHEMBL100116,Small molecule,PENTAZOCINE
Anticholinergic,CHEMBL1123,Small molecule,DICYCLOMINE
Antibacterial,CHEMBL1126,Small molecule,PENICILLIN G SODIUM
Antidote (to curare principles); Diagnostic Aid (myasthenia gravis),CHEMBL1128,Small molecule,EDROPHONIUM CHLORIDE
Antiviral (ophthalmic),CHEMBL1129,Small molecule,TRIFLURIDINE
Antipsoriatic,CHEMBL1131,Small molecule,ACITRETIN
Anticholinergic,CHEMBL1133,Small molecule,OXYBUTYNIN CHLORIDE
,CHEMBL1134,Small molecule,DECAMETHONIUM BROMIDE
,CHEMBL1136,Small molecule,TELITHROMYCIN
,CHEMBL1138,Small molecule,EZETIMIBE
Inhibitor (platelet),CHEMBL1139,Small molecule,EPOPROSTENOL
Vitamin (enzyme co-factor),CHEMBL1140,Small molecule,NIACINAMIDE
,CHEMBL418995,Small molecule,AMINEPTINE
,CHEMBL110458,Small molecule,MIGALASTAT
Pharmaceutic Aid (flavor),CHEMBL108545,Small molecule,METHYL SALICYLATE
Supplement (iodine); Expectorant; Antifungal,CHEMBL1141,Small molecule,POTASSIUM IODIDE
Antihyperlipidemic,CHEMBL1144,Small molecule,PRAVASTATIN
Antibacterial,CHEMBL1146,Small molecule,CEFAMANDOLE
Diuretic,CHEMBL1148,Small molecule,TORSEMIDE
Replenisher (carnitine),CHEMBL1149,Small molecule,LEVOCARNITINE
Glucocorticoid,CHEMBL1152,Small molecule,PREDNISOLONE ACETATE
Anti-Emetic,CHEMBL325109,Small molecule,CLEBOPRIDE
Pharmaceutic Aid (emulsifying agent),CHEMBL112570,Small molecule,CHOLESTEROL
Progestin,CHEMBL110691,Small molecule,CHLORMADINONE ACETATE
Diagnostic Aid (pancreas function determination); Radioactive Agent,CHEMBL113178,Small molecule,SELENOMETHIONINE
,CHEMBL325041,Small molecule,BORTEZOMIB
Antihypertensive,CHEMBL1159,Small molecule,PINACIDIL
Steroid (topical),CHEMBL1161,Small molecule,MOMETASONE FUROATE
Progestin,CHEMBL1162,Small molecule,NORETHINDRONE
,CHEMBL1163,Small molecule,ATAZANAVIR
Antihypertensive; Enzyme Inhibitor (angiotensin-converting),CHEMBL1165,Small molecule,MOEXIPRIL
Anticoagulant,CHEMBL1166,Small molecule,ARGATROBAN
Antibacterial,CHEMBL1167,Small molecule,SPECTINOMYCIN
Enzyme Inhibitor (angiotensin-converting); Antihypertensive,CHEMBL1168,Small molecule,RAMIPRIL
,CHEMBL419213,Small molecule,LISINOPRIL
Antibacterial (tuberculostatic),CHEMBL1169,Small molecule,AMINOSALICYLIC ACID
Androgen,CHEMBL1170,Small molecule,TESTOSTERONE PROPIONATE
,CHEMBL117287,Small molecule,PRUCALOPRIDE
,CHEMBL1172,Small molecule,DESLORATADINE
,CHEMBL333826,Small molecule,DEQUALINIUM
Antidepressant,CHEMBL1175,Small molecule,DULOXETINE
Stimulant (central),CHEMBL1177,Small molecule,PEMOLINE
,CHEMBL119423,Small molecule,TISOPURINE
,CHEMBL117785,Small molecule,TETRABENAZINE
"Anti-Infective, Topical",CHEMBL71595,Small molecule,HYDROGEN PEROXIDE
Vasodilator (peripheral); Cardiac Depressant; Miotic; Cholinergic,CHEMBL1184,Small molecule,ACETYLCHOLINE CHLORIDE
Antimigraine,CHEMBL1185,Small molecule,ZOLMITRIPTAN
Oxytocic,CHEMBL119443,Small molecule,ERGONOVINE
Pharmaceutic Aid (solvent),CHEMBL1187,Small molecule,PHOSPHORIC ACID
,CHEMBL121626,Small molecule,TOLFENAMIC ACID
Cholinergic (ophthalmic),CHEMBL338975,Small molecule,PHYSOSTIGMINE SALICYLATE
,CHEMBL121663,Small molecule,DEQUALINIUM CHLORIDE
,CHEMBL1190,Small molecule,DECAMETHONIUM
Neuromuscular Blocking Agent,CHEMBL339427,Small molecule,TUBOCURARINE
,CHEMBL338802,Small molecule,SULFAGUANIDINE
Antibacterial,CHEMBL1191,Small molecule,SULFAMETHIZOLE
,CHEMBL1193,Small molecule,PHENIRAMINE
Anesthetic (local),CHEMBL1194,Small molecule,PRILOCAINE
Anesthetic (local),CHEMBL1195,Small molecule,PROPOXYCAINE
"Anesthetic (topical, ophthalmic)",CHEMBL1196,Small molecule,PROPARACAINE
,CHEMBL1197,Small molecule,HEXYLCAINE
Anesthetic (topical),CHEMBL1198,Small molecule,PRAMOXINE
Anesthetic (topical),CHEMBL1200,Small molecule,BENOXINATE
Antipsychotic,CHEMBL1201,Small molecule,THIOTHIXENE
Antidepressant,CHEMBL126224,Small molecule,IPRINDOLE
Anesthetic (topical),CHEMBL127516,Small molecule,BUTAMBEN
Antibacterial,CHEMBL1202,Small molecule,CIPROFLOXACIN HYDROCHLORIDE
Antiviral,CHEMBL1205,Small molecule,NELFINAVIR MESYLATE
Antiparkinsonian,CHEMBL1206,Small molecule,ETHOPROPAZINE
Antibacterial,CHEMBL1208,Small molecule,CINOXACIN
,CHEMBL132530,Small molecule,FORMESTANE
,CHEMBL334966,Small molecule,CANGRELOR
Antibacterial,CHEMBL1214,Small molecule,CARBENICILLIN
Analgesic; Anti-Inflammatory,CHEMBL340978,Small molecule,BENOXAPROFEN
Adrenergic (ophthalmic),CHEMBL1215,Small molecule,PHENYLEPHRINE
,CHEMBL1218,Small molecule,RAMELTEON
Anti-Ulcerative; Gastric Acid Pump Inhibitor,CHEMBL1219,Small molecule,RABEPRAZOLE
Antiprotozoal,CHEMBL1220,Small molecule,TINIDAZOLE
Antifungal,CHEMBL1221,Small molecule,SULCONAZOLE
,CHEMBL135400,Small molecule,ZOPICLONE
Antibacterial,CHEMBL1223,Small molecule,PENICILLIN G POTASSIUM
Antihypertensive,CHEMBL136478,Small molecule,SODIUM NITROPRUSSIDE
Antihistaminic,CHEMBL1224,Small molecule,ACRIVASTINE
,CHEMBL344159,Small molecule,TOLVAPTAN
Antirheumatic; Anti-Inflammatory,CHEMBL1228,Small molecule,OXYPHENBUTAZONE
,CHEMBL1229,Small molecule,OSELTAMIVIR
,CHEMBL139367,Small molecule,PERAMIVIR
Analgesic; Anti-Inflammatory,CHEMBL341812,Small molecule,IBUFENAC
Anticholinergic,CHEMBL1231,Small molecule,OXYBUTYNIN
,CHEMBL1232,Small molecule,ERTAPENEM SODIUM
Relaxant (skeletal muscle),CHEMBL1233,Small molecule,CARISOPRODOL
Antidote (to iron poisoning); Chelating Agent,CHEMBL1234,Small molecule,DEFEROXAMINE MESYLATE
Antihypertensive,CHEMBL1237,Small molecule,LISINOPRIL
Anti-Acne,CHEMBL1238,Small molecule,AZELAIC ACID
,CHEMBL1239,Small molecule,BENZYL BENZOATE
Smoking Cessation Adjunct,CHEMBL3,Small molecule,NICOTINE
Anti-Inflammatory,CHEMBL6,Small molecule,INDOMETHACIN
Stimulant (central),CHEMBL405,Small molecule,AMPHETAMINE
Vasodilator (coronary),CHEMBL6622,Small molecule,ISOSORBIDE DINITRATE
Estrogen,CHEMBL411,Small molecule,DIETHYLSTILBESTROL
Antihypertensive,CHEMBL267936,Small molecule,MECAMYLAMINE
Cholinergic (ophthalmic),CHEMBL14,Small molecule,CARBACHOL
Anticonvulsant,CHEMBL16,Small molecule,PHENYTOIN
,CHEMBL6466,Small molecule,COUMARIN
"Antihypertensive,Vasodilator (coronary)",CHEMBL23,Small molecule,DILTIAZEM
Anti-Adrenergic (beta-receptor),CHEMBL24,Small molecule,ATENOLOL
Analgesic; Antirheumatic; Antipyretic,CHEMBL25,Small molecule,ASPIRIN
Antipsychotic; Sedative-Hypnotic,CHEMBL422,Small molecule,TRIFLUOPERAZINE
Antidepressant,CHEMBL26,Small molecule,SULPIRIDE
Antihypertensive; Anti-Anginal,CHEMBL423,Small molecule,BETAXOLOL
Keratolytic,CHEMBL424,Small molecule,SALICYLIC ACID
,CHEMBL444,Small molecule,BARBITAL
Antipsychotic,CHEMBL42,Small molecule,CLOZAPINE
Antidepressant,CHEMBL445,Small molecule,NORTRIPTYLINE
Antibacterial,CHEMBL446,Small molecule,SULFAMETHAZINE
Sedative-Hypnotic,CHEMBL447,Small molecule,SECOBARBITAL
Sedative-Hypnotic,CHEMBL448,Small molecule,PENTOBARBITAL
Sedative-Hypnotic,CHEMBL267894,Small molecule,AMOBARBITAL
Sedative-Hypnotic,CHEMBL449,Small molecule,BUTABARBITAL
,CHEMBL450,Small molecule,METHARBITAL
"Sedative-Hypnotic,Tranquilizer (minor)",CHEMBL451,Small molecule,CHLORDIAZEPOXIDE
Anticonvulsant,CHEMBL452,Small molecule,CLONAZEPAM
Antibacterial,CHEMBL453,Small molecule,SULFISOXAZOLE
,CHEMBL268869,Small molecule,SULFAMETHOXYPYRIDAZINE
Sedative-Hypnotic,CHEMBL454,Small molecule,BUTALBITAL
Antibacterial,CHEMBL455,Small molecule,SULFACETAMIDE
Antineoplastic,CHEMBL43,Small molecule,AMSACRINE
Antineoplastic,CHEMBL11359,Small molecule,CISPLATIN
Antihypertensive,CHEMBL276832,Small molecule,HYDRALAZINE
Stimulant (central),CHEMBL501,Small molecule,AMPHETAMINE SULFATE
Antifungal,CHEMBL267345,Small molecule,AMPHOTERICIN B
Stimulant (gastric secretory),CHEMBL90,Small molecule,HISTAMINE
Antifungal,CHEMBL91,Small molecule,MICONAZOLE
Antineoplastic,CHEMBL92,Small molecule,DOCETAXEL
Inhibitor (5-lipoxygenase),CHEMBL93,Small molecule,ZILEUTON
Cholinergic (ophthalmic),CHEMBL94,Small molecule,PHYSOSTIGMINE
Cognition Adjuvant; Dementia Symptoms Treatment Adjunct,CHEMBL95,Small molecule,TACRINE
Dementia Symptoms Treatment Adjunct; Inhibitor (acetylcholinesterase); Cognition Adjuvant; Alzheimer's Disease Treatment (adjunct),CHEMBL502,Small molecule,DONEPEZIL
Inhibitor (HMG-CoA reductase); Antihyperlipidemic,CHEMBL503,Small molecule,LOVASTATIN
Anti-Inflammatory; Antipyretic; Analgesic,CHEMBL12610,Small molecule,BENZYDAMINE
Anti-Inflammatory (topical),CHEMBL504,Small molecule,DIMETHYL SULFOXIDE
Antihistaminic,CHEMBL505,Small molecule,CHLORPHENIRAMINE
Antimalarial,CHEMBL506,Small molecule,PRIMAQUINE
Anti-Inflammatory,CHEMBL509,Small molecule,MECLOFENAMIC ACID
Antihistaminic,CHEMBL511,Small molecule,PYRILAMINE
Antipsychotic; Neuroleptic,CHEMBL12713,Small molecule,SERTINDOLE
Antineoplastic,CHEMBL513,Small molecule,CARMUSTINE
Antineoplastic,CHEMBL514,Small molecule,LOMUSTINE
Antineoplastic,CHEMBL515,Small molecule,CHLORAMBUCIL
Antihistaminic; Antipruritic,CHEMBL516,Small molecule,CYPROHEPTADINE
Cardiotonic,CHEMBL12856,Small molecule,INAMRINONE
Cardiac Depressant (anti-arrhythmic),CHEMBL517,Small molecule,DISOPYRAMIDE
Oxytocic,CHEMBL412873,Small molecule,SPARTEINE
,CHEMBL98,Small molecule,VORINOSTAT
Antibacterial,CHEMBL267648,Small molecule,PEFLOXACIN
Anti-Inflammatory,CHEMBL521,Small molecule,IBUPROFEN
,CHEMBL13376,Small molecule,CLOMETACIN
Sedative-Hypnotic,CHEMBL13280,Small molecule,FLUNITRAZEPAM
,CHEMBL282724,Small molecule,SITAXENTAN
Antibacterial (tuberculostatic),CHEMBL614,Small molecule,PYRAZINAMIDE
Antiviral,CHEMBL282042,Small molecule,SAQUINAVIR MESYLATE
Antineoplastic,CHEMBL20883,Small molecule,TEGAFUR
Antibacterial,CHEMBL615,Small molecule,PENICILLIN V
Antibacterial,CHEMBL617,Small molecule,CEPHALOTHIN
,CHEMBL125,Small molecule,MILTEFOSINE
Antibacterial,CHEMBL126,Small molecule,LINEZOLID
Anticholinergic,CHEMBL620,Small molecule,CLIDINIUM
Antibacterial,CHEMBL127,Small molecule,MEROPENEM
Antidepressant,CHEMBL621,Small molecule,TRAZODONE
Anti-Inflammatory,CHEMBL622,Small molecule,ETODOLAC
Antihistaminic,CHEMBL22108,Small molecule,DIMETHINDENE
Antidepressant,CHEMBL623,Small molecule,NEFAZODONE
Anthelmintic,CHEMBL625,Small molecule,THIABENDAZOLE
Antifungal,CHEMBL626,Small molecule,NAFTIFINE
Analgesic,CHEMBL277474,Small molecule,ANTIPYRINE
Sedative-Hypnotic,CHEMBL22097,Small molecule,LORMETAZEPAM
Vasodilator,CHEMBL628,Small molecule,PENTOXIFYLLINE
Antidepressant,CHEMBL629,Small molecule,AMITRIPTYLINE
Disinfectant,CHEMBL21869,Small molecule,DIBROMSALAN
Disinfectant,CHEMBL24944,Small molecule,TRIBROMSALAN
Antimigraine,CHEMBL128,Small molecule,SUMATRIPTAN
Cardiac Depressant (anti-arrhythmic),CHEMBL631,Small molecule,PROPAFENONE
Glucocorticoid,CHEMBL632,Small molecule,BETAMETHASONE
,CHEMBL633,Small molecule,AMIODARONE
Analgesic (narcotic),CHEMBL634,Small molecule,ALFENTANIL
Glucocorticoid,CHEMBL635,Small molecule,PREDNISONE
,CHEMBL636,Small molecule,RIVASTIGMINE
Antidepressant,CHEMBL637,Small molecule,VENLAFAXINE
Antiviral,CHEMBL129,Small molecule,ZIDOVUDINE
,CHEMBL638,Small molecule,VORICONAZOLE
Anti-Asthmatic; Anti-Allergic,CHEMBL639,Small molecule,AZELASTINE
Antibacterial; Antirickettsial,CHEMBL130,Small molecule,CHLORAMPHENICOL
Cardiac Depressant (anti-arrhythmic),CHEMBL640,Small molecule,PROCAINAMIDE
,CHEMBL641,Small molecule,ATOMOXETINE
Anti-Adrenergic (beta-receptor),CHEMBL642,Small molecule,ACEBUTOLOL
Antihistaminic; Anti-Emetic,CHEMBL643,Small molecule,PROMETHAZINE
Glucocorticoid,CHEMBL131,Small molecule,PREDNISOLONE
Antidepressant,CHEMBL644,Small molecule,TRIMIPRAMINE
Antihypertensive (beta-blocker),CHEMBL645,Small molecule,BISOPROLOL
Sedative-Hypnotic,CHEMBL646,Small molecule,TRIAZOLAM
Adrenergic (alpha12-agonist),CHEMBL647,Small molecule,APRACLONIDINE
"Anti-Emetic,Antihistaminic,Antinauseant",CHEMBL648,Small molecule,CYCLIZINE
Antihypertensive (beta-blocker),CHEMBL434394,Small molecule,NEBIVOLOL
Anti-Adrenergic (beta-receptor),CHEMBL649,Small molecule,NADOLOL
Glucocorticoid,CHEMBL650,Small molecule,METHYLPREDNISOLONE
Analgesic (narcotic),CHEMBL651,Small molecule,METHADONE
Cardiac Depressant (anti-arrhythmic),CHEMBL652,Small molecule,FLECAINIDE
Antihypertensive,CHEMBL134,Small molecule,CLONIDINE
Antidepressant,CHEMBL654,Small molecule,MIRTAZAPINE
"Anesthetic (injectable),Anesthetic (intravenous)",CHEMBL655,Small molecule,MIDAZOLAM
Antipsychotic,CHEMBL22242,Small molecule,REMOXIPRIDE
Analgesic (narcotic),CHEMBL656,Small molecule,OXYCODONE
Estrogen,CHEMBL135,Small molecule,ESTRADIOL
Antihistaminic,CHEMBL657,Small molecule,DIPHENHYDRAMINE
"Analgesic,Analgesic (narcotic)",CHEMBL658,Small molecule,SUFENTANIL
,CHEMBL659,Small molecule,GALANTAMINE
Antiviral,CHEMBL660,Small molecule,AMANTADINE
Sedative-Hypnotic,CHEMBL661,Small molecule,ALPRAZOLAM
Antidepressant,CHEMBL21731,Small molecule,MAPROTILINE
,CHEMBL904,Small molecule,DEXMETHYLPHENIDATE HYDROCHLORIDE
Antimigraine,CHEMBL905,Small molecule,RIZATRIPTAN
Cholinergic,CHEMBL54126,Small molecule,NEOSTIGMINE BROMIDE
Antipsychotic,CHEMBL908,Small molecule,CHLORPROTHIXENE
Sedative-Hypnotic,CHEMBL911,Small molecule,ZOLPIDEM
Antihistaminic,CHEMBL914,Small molecule,FEXOFENADINE
Anti-Allergic (prophylactic),CHEMBL915,Small molecule,NEDOCROMIL SODIUM
Treatment of Unstable Angina,CHEMBL916,Small molecule,TIROFIBAN
,CHEMBL53418,Small molecule,DANTHRON
Antiviral; Antineoplastic,CHEMBL917,Small molecule,FLOXURIDINE
Anticonvulsant,CHEMBL918,Small molecule,PHENACEMIDE
Anticonvulsant,CHEMBL919,Small molecule,FOSPHENYTOIN SODIUM
Anti-Anxiety Agent,CHEMBL54349,Small molecule,ALPIDEM
Antiviral,CHEMBL922,Small molecule,ADEFOVIR DIPIVOXIL
Antibacterial,CHEMBL161,Small molecule,CEFTRIAXONE
Regulator (calcium),CHEMBL923,Small molecule,RISEDRONIC ACID
"Bone Resorption Inhibitor; Osteoporosis Therapy Adjunct,Osteoporosis Therapy Adjunct,Osteoporosis Therapy Adjunct; Bone Resorption Inhibitor",CHEMBL924,Small molecule,ZOLEDRONIC ACID
,CHEMBL264241,Small molecule,ANIDULAFUNGIN
Amino Acid,CHEMBL925,Small molecule,TYROSINE
Cardiotonic,CHEMBL926,Small molecule,DOBUTAMINE
Antibacterial,CHEMBL927,Small molecule,CEFDINIR
Amino Acid,CHEMBL54976,Small molecule,TRYPTOPHAN
Relaxant (skeletal muscle),CHEMBL928,Small molecule,DANTROLENE SODIUM
,CHEMBL298734,Small molecule,LONAFARNIB
Antiviral,CHEMBL929,Small molecule,DELAVIRDINE MESYLATE
,CHEMBL930,Small molecule,GLUTAMINE
,CHEMBL56367,Small molecule,NIMESULIDE
Anesthetic (inhalation),CHEMBL931,Small molecule,HALOTHANE
Vasodilator (coronary),CHEMBL932,Small molecule,DIPYRIDAMOLE
Diagnostic Aid (pituitary function determination),CHEMBL934,Small molecule,METYRAPONE
Anti-Emetic,CHEMBL936,Small molecule,DIPHENIDOL
Anthelmintic,CHEMBL937,Small molecule,DIETHYLCARBAMAZINE CITRATE
,CHEMBL55643,Small molecule,COPPER
Antiviral,CHEMBL163,Small molecule,RITONAVIR
,CHEMBL939,Small molecule,GEFITINIB
,CHEMBL55400,Small molecule,PROFLAVINE
Anticonvulsant,CHEMBL940,Small molecule,GABAPENTIN
,CHEMBL301267,Small molecule,ARTEMOTIL
,CHEMBL291338,Small molecule,"3,3',4',5-TETRACHLOROSALICYLANILIDE"
,CHEMBL58323,Small molecule,ERLOSAMIDE
,CHEMBL941,Small molecule,IMATINIB
,CHEMBL56564,Small molecule,TROPISETRON
"Antidepressant; Antischizophrenic; Dopamine Agonist; Antiparkinsonian,Antiparkinsonian; Antischizophrenic; Dopamine Agonist; Antidepressant",CHEMBL301265,Small molecule,PRAMIPEXOLE
Laxative,CHEMBL942,Small molecule,BISACODYL
Anesthetic (local),CHEMBL944,Small molecule,CHLOROPROCAINE HYDROCHLORIDE
Diuretic,CHEMBL945,Small molecule,AMILORIDE
Antihistaminic,CHEMBL946,Small molecule,AZATADINE
,CHEMBL58510,Small molecule,CHLOROQUINE PHOSPHATE
Diagnostic Aid (radiopaque medium),CHEMBL951,Small molecule,IOPHENDYLATE
"Antineuralgic, Specific Pain Syndromes, Topical; Analgesic (topical)",CHEMBL294199,Small molecule,CAPSAICIN
Antidyskinetic,CHEMBL953,Small molecule,ENTACAPONE
Antihypertensive; Diuretic,CHEMBL61593,Small molecule,CYCLOTHIAZIDE
Anti-Inflammatory,CHEMBL956,Small molecule,SUPROFEN
Antagonist (endothelin receptor),CHEMBL957,Small molecule,BOSENTAN
Antiviral,CHEMBL959,Small molecule,RIMANTADINE
,CHEMBL960,Small molecule,LEFLUNOMIDE
,CHEMBL62193,Small molecule,SULFADIMETHOXINE
Adrenergic (vasoconstrictor),CHEMBL61006,Small molecule,PHENYLPROPANOLAMINE
Inhibitor (platelet),CHEMBL962,Small molecule,EPOPROSTENOL SODIUM
Analgesic (narcotic),CHEMBL963,Small molecule,OXYMORPHONE
Alcohol Deterrent,CHEMBL964,Small molecule,DISULFIRAM
Cholinergic (ophthalmic),CHEMBL965,Small molecule,CARBACHOL
Tranquilizer (minor),CHEMBL967,Small molecule,TEMAZEPAM
Sedative-Hypnotic; Relaxant (muscle); Anticonvulsant,CHEMBL968,Small molecule,FLURAZEPAM
Sedative-Hypnotic,CHEMBL969,Small molecule,PRAZEPAM
Sedative-Hypnotic,CHEMBL970,Small molecule,HALAZEPAM
Sedative-Hypnotic,CHEMBL971,Small molecule,PENTOBARBITAL SODIUM
Antidyskinetic; Antiparkinsonian (in combination with levodopa/carbidopa),CHEMBL972,Small molecule,SELEGILINE
,CHEMBL973,Small molecule,TERIFLUNOMIDE
Detoxifying Agent,CHEMBL975,Small molecule,MESNA
,CHEMBL64391,Small molecule,ITRACONAZOLE
"Anti-Infective, Topical",CHEMBL64894,Small molecule,GENTIAN VIOLET
Anthelmintic (veterinary),CHEMBL976,Small molecule,PRAZIQUANTEL
"Adrenocortical Steroid,Glucocorticoid",CHEMBL977,Small molecule,HYDROCORTISONE HEMISUCCINATE
Cholinergic,CHEMBL978,Small molecule,METHACHOLINE
,CHEMBL435966,Small molecule,NIMORAZOLE
Sedative-Hypnotic,CHEMBL979,Small molecule,MEPROBAMATE
,CHEMBL64195,Small molecule,BECLAMIDE
Expectorant,CHEMBL980,Small molecule,GUAIFENESIN
,CHEMBL981,Small molecule,FENOFIBRIC ACID
Antagonist (to narcotics),CHEMBL982,Small molecule,NALMEFENE
Neuromuscular Blocking Agent,CHEMBL983,Small molecule,SUCCINYLCHOLINE CHLORIDE
Neuromuscular Blocking Agent,CHEMBL984,Small molecule,MIVACURIUM CHLORIDE
Diuretic,CHEMBL985,Small molecule,UREA
,CHEMBL65375,Small molecule,TIPIRACIL HYDROCHLORIDE
Antipsychotic,CHEMBL304902,Small molecule,CLOTHIAPINE
Laxative,CHEMBL63857,Small molecule,PHENOLPHTHALEIN
,CHEMBL305187,Small molecule,IFENPRODIL
Vitamin (anti-xerophthalmic),CHEMBL986,Small molecule,RETINOL
Antibacterial,CHEMBL65794,Small molecule,CEFPIROME
Glucocorticoid,CHEMBL989,Small molecule,FLUOCINOLONE ACETONIDE
Antifungal,CHEMBL990,Small molecule,BUTENAFINE
,CHEMBL70246,Small molecule,ACEFYLLINE
Antiviral,CHEMBL991,Small molecule,STAVUDINE
Antihypertensive,CHEMBL995,Small molecule,LOSARTAN POTASSIUM
Antibacterial,CHEMBL996,Small molecule,CEFOXITIN
Antiviral,CHEMBL70046,Small molecule,SORIVUDINE
Antihypercalcemic; Bone Resorption Inhibitor,CHEMBL997,Small molecule,IBANDRONIC ACID
Antihistaminic,CHEMBL998,Small molecule,LORATADINE
,CHEMBL71752,Small molecule,VINPOCETINE
Antihistaminic,CHEMBL1000,Small molecule,CETIRIZINE
Tranquilizer (minor),CHEMBL70418,Small molecule,CLOBAZAM
Bronchodilator; Asthma Prophylactic,CHEMBL1002,Small molecule,LEVOSALBUTAMOL
Inhibitor (beta-lactamase),CHEMBL1003,Small molecule,CLAVULANATE POTASSIUM
Antihistaminic,CHEMBL1004,Small molecule,DOXYLAMINE
Analgesic,CHEMBL1005,Small molecule,REMIFENTANIL
,CHEMBL70927,Small molecule,DEFERIPRONE
Anti-Inflammatory,CHEMBL302795,Small molecule,TENOXICAM
,CHEMBL73451,Small molecule,MEQUITAZINE
Protectant (topical); Radioprotector,CHEMBL1006,Small molecule,AMIFOSTINE
Vasodilator,CHEMBL1008,Small molecule,BEPRIDIL
Antiparkinsonian,CHEMBL1009,Small molecule,LEVODOPA
Antibacterial,CHEMBL1010,Small molecule,CEFOTAXIME SODIUM
,CHEMBL308954,Small molecule,ETRAVIRINE
,CHEMBL306043,Small molecule,GOLD SODIUM THIOMALATE
"Anti-Infective, Topical; Pharmaceutic Aid (preservative)",CHEMBL305906,Small molecule,CETYLPYRIDINIUM
Antidepressant,CHEMBL306700,Small molecule,VILOXAZINE
Antibacterial,CHEMBL1013,Small molecule,LORACARBEF
Anti-Infective,CHEMBL74632,Small molecule,MOXALACTAM
Adrenergic (vasoconstrictor),CHEMBL312448,Small molecule,XYLOMETAZOLINE
,CHEMBL306823,Small molecule,SODIUM DICHLOROACETATE
Antagonist (angiotensin II receptor); Antihypertensive,CHEMBL1014,Small molecule,CANDESARTAN CILEXETIL
"Antimalarial,Deterrent (smoking)",CHEMBL170,Small molecule,QUININE
,CHEMBL346235,Small molecule,DIAMTHAZOLE DIHYDROCHLORIDE
,CHEMBL1301,Small molecule,HYDROXYSTILBAMIDINE
,CHEMBL1303,Small molecule,ROTIGOTINE
Diuretic,CHEMBL349803,Small molecule,PIRETANIDE
Antihistaminic,CHEMBL1305,Small molecule,ANTAZOLINE
Antifungal,CHEMBL1306,Small molecule,TERCONAZOLE
Antidote (alcohol dehydrogenase inhibitor),CHEMBL1308,Small molecule,FOMEPIZOLE
,CHEMBL350221,Small molecule,OXITRIPTAN
Vasodilator (coronary),CHEMBL1311,Small molecule,ISOSORBIDE MONONITRATE
,CHEMBL157138,Small molecule,LISURIDE
,CHEMBL1314,Small molecule,TIOPRONIN
Anti-Inflammatory,CHEMBL1316,Small molecule,CARPROFEN
